sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B09DKS9HG9,smart_switch,Home_and_Kitchen,Amazon Home,"FEMELI Acrylic Floating Wall Shelves (2 Sets,10 Inch), Short Display Shelf for Switch Smart Speaker Action Figures-No Drill(3M Tape in Package)",,"details: Shape Rectangular Brand FEMELI Date First Available November 2, 2021 Furniture Finish Black Installation Type Wall Mount Item Weight 1.03 pounds Material Acrylic Number of Items 2 Number of Shelves 2 Product Care Instructions Wipe with Dry Cloth Product Dimensions 10 x 4.7 x 3.6 inches Shelf Type Floating Shelf Special Feature Durable",smart_switch:approved_identity_phrase_absent,approved_identity_phrase_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,4ef3bcd46bb37528dbac33153ffca1fbe2ee326918468adfb1c11ca27bf1d891
recovery_candidate,B073PY5DLK,smart_switch,Electronics,Computers,"Acer Switch 3, 12.2"" Full HD Touch 2-n-1 Laptop/Tablet, Pentium N4200, 4GB LPDDR3, 64GB Storage, Windows 10 Home, Active Pen, SW312-31-P946",Electronics Computers & Accessories Computers & Tablets Laptops 2 in 1 Laptops,"categories: Electronics Computers & Accessories Computers & Tablets Laptops 2 in 1 Laptops | features: Intel Pentium N4200 Quad-Core Processor (Up to 2.5GHz) 12.2"" Full HD 1920 x 1080 Multi-Touch IPS Display 4GB of LPDDR3 Memory, 64GB Internal Storage 2-cell Li-Ion (4670 mAh) Battery, Up to 8 Hours Battery Life Acer Active Pen. Ultra quick data transfer, video streaming, and battery charging up with USB 3.1 Type-C Max Memory: 32 GB | description: Acer Switch 3 SW312-31-P946 2 in 1 Laptop comes with these high level specs: Intel Pentium N4200 Quad-Core Processor (Up to 2.5GHz), Windows 10 Home, 12.2"" Full HD (1920 x 1080) widescreen LED-backlit IPS display - Multi-touch screen, supporting fin",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|description|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,4f92a0ebd196bf6f30bbc3de2021b815d679e49c982382b0b63723f18c1279c7
recovery_candidate,B00W6V3OX6,smart_switch,Electronics,Computers,HPE OfficeConnect 1950 48-Port Gig Smart Switch-48xGE|2xSFP+|2x10GBASE-T (JG961A#ABA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: HPE OfficeConnect 1950 Series switches are advanced 10-Gigabit oriented web managed smart switches for business networks and workgroups needing ultra-high performance. Functionality: Advanced Layer 2/3 operation including static routing, Access Control Lists (ACLs), VLANs, 802.1X network login, Spanning Tree, and Link Aggregation | 4-high true stacking with other 1950 Gigabit switches. Hardware: rack width with mount… | details: Best Sellers Rank Computer Networking Switches 2501 Brand Aruba a Hewlett Packard Enterprise company Compatible Devices Desktop Date First Available April 16, 2015 Included Compo",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,50096ecb58ea6b4c4e7ac4c34d6da69ed45e854cecfd1ba6f3c613b92e30437e
recovery_candidate,B09J1GR75N,smart_switch,Home_and_Kitchen,Amazon Home,"Atomi Smart WiFi 25"" Ceramic Tower Space Heater – 3rd Gen.,1500W, Wide-Angle Oscillation, 750 Square-Foot Coverage, Tip-Over Safety Switch, Smartphone Control, Compatible with Alexa and Google Assistant","Home & Kitchen Heating, Cooling & Air Quality Space Heaters Electric Space Heaters","categories: Home & Kitchen Heating, Cooling & Air Quality Space Heaters Electric Space Heaters | features: …r blowing. SAFEST ON THE MARKET - First ETL-certified smart heater to pass safety tests with its premium built-in features including: a tip-over safety switch, overheat protection, cool-touch housing, and carry handle. WIFI ENABLED - Operate remotely by downloading the free, highly rated Atomi app to your smart device. Create daily or weekly schedules, turn the heater on/off, turn on oscillation, and more. VOICE ACTI… | details: Heating Method Convection Best Sellers Rank Home & Kitchen 378814 Indoor Electric Space Heaters 201 Brand Atomi smart Burner type Radiant Color Black Country o",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features,switch,alexa|google assistant|smartphone control|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,51cc8424f4542ff448b798596a6e9d995f471ba060e2138966cd91086b4c41d9
recovery_candidate,B07H4G3VPL,smart_switch,Electronics,All Electronics,WINGONEER 4 Way WiFi Remote Wireless Smart Switch DIY Home Timing/Delay Self-Latching/Inching/Interlocking Relay - Have Shell 7-30V + 433M Remote Control,,"features: 4 way WiFi Remote Wireless Smart Switch DIY Home Timing/Delay Self-Latching/Inching/Interlocking relay Self-latching mode: All channels are mutually independent,press the button to open the channel and it will close when button be pressed again Inching mode: All channels are mutually independent,press the button to open the channel and it will close automatically after 1S delay Interlocking mode: All channels are cor… | description: WINGONEER trademark Reg.NO:4747611WINGONEER 4 way WiFi Remote Wireless Smart Switch DIY Home Timing/Delay Self-Latching/Inching/Interlocking relay - Have Shell 7-30V + 433M Remote ControlFeatures:Wechat sharing/Timing/delay/Scene linkage/Independent con",smart_switch:required_target_context_absent|smart_switch:wrong_product:relay,required_target_context_absent|wrong_product,title|features|description|details,switch,smart_near_switch|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,526f1f6e76f60efc57bc90a4c40be3108b7de0bf295ff4704ae60a183e81d20f
recovery_candidate,B0BKQB7717,smart_switch,Electronics,,"Cisco Business CBS250-24T-4G Smart Switch | 24 Port GE & StarTech.com 6U Wall Mount Network Rack - 14 Inch Deep (Low Profile) - 19"" Patch Panel Bracket, Black (WALLMOUNT6)",Electronics Computers & Accessories Data Storage Network Attached Storage Devices,"categories: Electronics Computers & Accessories Data Storage Network Attached Storage Devices | features: Product 1: SWITCH PORTS: 24-Port 10/100/1000 plus 4 x 1GE SFP Product 1: SIMPLE: Intuitive Cisco Business Dashboard or on-box U/I simplifies network operations and automates lifecycle management Product 1: FLEXIBLE: Extensive portfolio provides ultimate flexibility from 8 to 48 ports and PoE plus combinations Product 1: SECURITY: Integrated with IEEE 802.1X port security to control access to your network, Denial-of- … | details: Brand CISCO DESIGNED Date First Available October 27, 2022 Manufacturer CISCO DESIGNED",smart_switch:wrong_product:network|smart_switch:wrong_product:port,wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,52f94d1548f940929d7f4b5ab22a424e6dc825d363d54d79e8584b1df12e0942
recovery_candidate,B06XK47R52,smart_switch,Electronics,All Electronics,"TESmart Rack Mount Ultra HD 4K HDMI 8X8 Matrix Switcher Supports 4Kx2K@30HZ,1080P@60Hz,3D&Deep Color,LAN Port Control,HDMI",Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes,"categories: Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes | features: … select standalone input,easy control matrix via IR receiver, panel keypad and PC (via LAN port or RS232 port),new support add Android edition APP Control software. The max resolution up to 3840*2160@30Hz,8KV ESD protection,matrix status could be memorized after power down, automatically restore previous matrix status after next power on. Fast switch, no delay,easy to view real time inputs and outputs statue via LCD … | details: Best Sellers Rank Audio & Video Selector Boxes 1061 Brand TESmart Cable Type HDMI Color 8x8A10-Black Connector Type HDMI Date First Available March 3, 2017 Is Di",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories|wrong_product,categories|features,switch,app control,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,54ebed942e5ad6183f83e933a83795faf2571546e6762641589e258bb01a72e5
recovery_candidate,B017DFNFT2,smart_switch,Electronics,Computers,"Buffalo Smart 16 Port Business Switch (BS-GS2016),Black",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Lifetime warranty with 24/7 North American-based technical support (with registration) Can be configured as a layer 2 or layer 3 switch HTTP/HTTPS secure web management / VLAN support / SNMP / QoS 16 Ports Durable metal chassis 2 SFP ports (Compatible with 1000BASE-SX and 1000BASE-LX transceivers with optional device) Fanless 19-inch rack mounting tabs included Internal Power Unit | description: This managed switch will allow you to monitor your network, keep track of what devices are connected to the network, and disconnect devices remotely through specific ports. Through this switch, by limiting bandwi",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|features|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,55901333dd0d1abd89bb1bbf4af7000a454ba47ff42a7a92a256fc392b2aa54e
recovery_candidate,B08PBDCRBH,smart_switch,Electronics,Computers,"Latest_HP_Spectre x360 2-in-1 15.6"" 4K UHD Touch Laptop, Intel Core i7-10750H, 16GB RAM, 512GB SSD, NVIDIA_MX330, HDMI, Thounderbolt, Fingerprint, Webcam Kill Switch, Win 10, 1-Month BDQPOWER Support",Electronics Computers & Accessories Computers & Tablets Laptops Traditional Laptops,"categories: Electronics Computers & Accessories Computers & Tablets Laptops Traditional Laptops | features: …h 2GB dedicated graphics memory Windows 10 Home, 64-bit, MicroSD_media card reader, Bang & Olufsen with quad speakers, HP TrueVision HD IR camera, Intel Wi-Fi 6 AX 201, Bluetooth 5.0, Fingerprint reader, Webcam Kill Switch, Mic Mute key, 1-Month BDQPOWER Support 1 Thunderbolt3 1 USB-C 1 USB Type-A 1 HDMI 2.0 1 headphone/microphone combo jack | description: …Spectre x360 2-in-1 15.6"" 4K UHD Touch Laptop, Intel Core i7-10750H, 16GB RAM, 512GB SSD, NVIDIA_MX330, HDMI, Thounderbolt, Fingerprint, Webcam Kill Switch, Win 10, 1-Month BDQPOWER Support",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5621ff9c1d0bed3ab7d44d2712c32dbd6976f2ea1728a9ad091c9c8f09a57de5
recovery_candidate,B00BFGMFHE,smart_switch,Electronics,All Electronics,"Beastron Remote Control Electrical Outlet Switch for Lights and Household Appliances with a 100 ft.Range, White (1Pack) Set-of-micro-36",Electronics Portable Audio & Video Portable Speakers & Docks Portable Line-In Speakers,"categories: Electronics Portable Audio & Video Portable Speakers & Docks Portable Line-In Speakers | features: Build your smart home: learning functions allows you to programmer one outlet with more remotes or one Remote with more outlets, extra remote control switch can be also purchased from Beastron and matched to existing units, build your smart home system. Home Appliance assistant: Remotely control hard-to-reach appliances and devices from the comfort of your bed or sofa at the push of a button, A great assistant to the… | description: Why choose Beastron remote control Outlet switch?1. Leaving an appliance in standby can consume 10-50% of the power and can shorten the life of the appl",smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|smart_evidence_not_in_title_or_categories,title|features|description,switch,smart home,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,56292673f41946c838b8ffd001ff5b5fb881ded7477b32e1f97f2c279d324aec
recovery_candidate,B072BZ37NH,smart_switch,Electronics,Computers,"Mini USB Metal Table Fan,Touch Switch with Smart Sensor 2 Speed,Circulation Technology,Adjust Indoor Air Flow for Family,Office,(White)",Electronics Computers & Accessories Computer Accessories & Peripherals USB Gadgets USB Fans,categories: Electronics Computers & Accessories Computer Accessories & Peripherals USB Gadgets USB Fans | details: Number of Blades 5 Color White Electric fan design Table Fan Item Weight 0.64 Pounds Mounting Type Table Fan Noise Level 34 dB Number of Speeds 2 Power Source Corded Electric Recommended Uses For Product Cooling Room Type Office Style Modern Voltage 5 Volts Wattage 5 watts,smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,564ffebc1b4c957d46bb41221b4898384ff4b9bed367194823131975a647fad3
recovery_candidate,B000MVPMQO,smart_switch,Electronics,,GS748T - NETGEAR GS748T ProSafe GS748T 10/100/1000Mbps Gigabit Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | description: The NETGEAR new generation of ProSAFE Gigabit Smart Switches offers new, powerful L2 and L2+ features with enhanced performance and usability. They are purposely designed for the future where increased traffic and application-oriented tasks demands more intelligence at the edge, higher realiability and improved network efficiency on top of operational cost savings and ease of management. There are three products in t… | details: Best Sellers Rank Computer Networking Switches 8356 Date First Available October 21, 2015 Item model number GS748T Manufacturer Netgear",smart_switch:required_target_context_absent,required_target_context_absent,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5660d5570cecd9ab04f0a92535b4ede80237bc67cb55ca607fcf47cc3571e47d
recovery_candidate,B07619H979,smart_switch,Electronics,Camera & Photo,"SlingStudio Hub - HD Video Switcher for Multi-Camera Production, and Live Streaming",Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes,"categories: Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes | features: … up to 300 feet, saving you hours of setup and teardown time. MAC or IPAD CONTROL - Use your Mac OS device or iPad to monitor your feeds and easily switch between 4 cameras in real time (manual or auto switching). Import custom and motion graphics, add text overlays, scoreboard, Instant replay, coach and referee review, chromakey, lower-thirds and use compositions like Pip, quad view, and video conferencing mode. EAS… | description: The SlingStudio Hub connects all of your video sources -- including professional cameras and smartphones -- to a private Wi-Fi network for synchronizing and ",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,categories|features|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,56bb163f27a0003c697dd338463f379c6588051bf8af5bf66a6ef74a8875f7bf
recovery_candidate,B07KCKDBGV,smart_switch,Electronics,All Electronics,AutoAqua Smart Smart A/C Switch,,"details: Date First Available March 7, 2022 Is Discontinued By Manufacturer No Item Weight 3.56 ounces Manufacturer AutoAqua Package Dimensions 6.46 x 2.36 x 2.17 inches",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,58befca67690af5fea174182d191db2848c3563462bfad67c917e47cc1543a50
recovery_candidate,B00RU1XB9E,smart_switch,Electronics,Computers,"Acer 10.1"" Aspire Switch 2 in 1 Touchscreen Laptop 2GB 32GB | SW5-012-18MY",Electronics Computers & Accessories Laptop Accessories Replacement Screens,"categories: Electronics Computers & Accessories Laptop Accessories Replacement Screens | features: This Certified Refurbished product is tested and certified by the manufacturer or by a third-party refurbisher to look and work like new,with limited to no signs of wear.The refurbishing process includes functionality testing,inspection,reconditioning and repackaging.The product ships with all relevant accessories,a minimum 90-day warranty,and may arrive in a generic white or brown box.Only select sellers who mainta… | description: …c photo editing and casual gaming with Intel HD Graphics Connect to a broadband modem or router with wired Ethernet, or wirelessly connect to a Wi-Fi signal or hots",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5a3f3fc1ae96071d01b4de871ea1d11a33f140ed61a565f3e4fc2059878560c2
recovery_candidate,B08Q3JF7BN,smart_switch,Electronics,Computers,Cisco Business CBS250-16T-2G Smart Switch | 16 Port GE | 2x1G SFP | Limited Lifetime Protection (CBS250-16T-2G-NA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: SWITCH PORTS: 16-Port 10/100/1000 + 2 x 1GE SFP SIMPLE: Intuitive Cisco Business Dashboard or on-box U/I simplifies network operations and automates lifecycle management FLEXIBLE: Extensive portfolio provides ultimate flexibility from 8 to 48 ports and PoE+ combinations SECURITY: Integrated with IEEE 802.1X port security to control access to your network, Denial-of- Service (DoS) attack prevention increases network u… | details: Brand Cisco Compatible Devices Desktop Included Components Switch, Power cord or adapter, Mounting hardware, and Quick Start Guide Item Dimensions LxWxH 10.55 x 10.69 x 1.73 inch",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5b57c98f08cdfbf12a278b449d49855c36d55e61053dab93cc6a053fd6b72abd
recovery_candidate,B076CQ5J4C,smart_switch,Electronics,,Comtrend GS-7408 8-Port Gigabit Ethernet Smart Lite Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: 8 Gigabit Ethernet Ports IGMP Snooping v1/v2/v3 Port-Based Bandwidth Control 1Q VLAN for Traffic Segregation Port-Based VLAN | description: Comtrend’s gs-7408, a smart-lite Gigabit Ethernet switch, offers the performance of business-class networking in a cost-effective solution. The gs-7408 features effective management such as remote network monitoring, traffic prioritization, and VLAN features. It is ideal for the business looking for simple management in deployments of high bandwidth video and network services. | details: Brand COMTREND Compatible Devices Desktop Date First Available October 11, 2017 ",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:ethernet|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5d2680cf909bb5f7289e859bcd600611e765b8240e83fd4cc65899f3c9175043
recovery_candidate,B08FJ6V6SS,smart_switch,Home_and_Kitchen,Amazon Home,"12V 5KW Diesel Air Fuel Heater,SAEEN 10L Fuel Tank Smart Digital Voice Switch, Used for Trucks, Boats, Cars, RVs, Campers, Caravans",,"details: Date First Available January 5, 2021 Item Weight 16.29 pounds Package Dimensions 18.62 x 17.83 x 11.3 inches",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5df82134ac289304b2906a87a98bad03e11e756e6b536999c00127a37998ca04
recovery_candidate,B09RQ43VHN,smart_switch,Electronics,Computers,"Samsung Galaxy Tab A8 LTE Android Tablet WiFi + 10.5” LCD Screen, 32GB Storage, Long-Lasting Battery, Kids Content, Smart Switch, Expandable Memory (Silver)",Electronics Computers & Accessories Computers & Tablets Tablets,"categories: Electronics Computers & Accessories Computers & Tablets Tablets | features: A Screen Everyone Will Love: Whether your family is streaming or video chatting with friends, the Galaxy Tab A8 tablet brings out the best in every moment on a 10.5"" LCD screen Power and Storage for All: Get the power, storage and speed your family needs with an upgraded chipset and plenty of room to keep files — up to 128GB of storage; A long-lasting battery lets you go unplugged for hours to keep the family fun go… | description: A screen everyone will love: Galaxy Tab A8 features a vivid 10.5'' LCD screen that's made to make every moment better. Stream your favorite action flick with brilliant clarity.",smart_switch:required_target_context_absent,required_target_context_absent,title,switch,smart_near_switch|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5e36a735e67714c205de3b288f6d6f9670cd14c51ae9c0d0df27c48e2ee4286c
recovery_candidate,B08SBXCLY3,smart_switch,Home_and_Kitchen,Amazon Home,LoveDisplay Acrylic Floating Wall Shelves with Cable Hole，Clear Wall Shelves Set of 2，Wall Shelf for Bedroom Gaming Room Office for Smart Speaker Webcam Switch Electronics,Home & Kitchen Home Décor Products Home Décor Accents Floating Shelves,"categories: Home & Kitchen Home Décor Products Home Décor Accents Floating Shelves | features: ☛The wall shelf perfectly extends the wall space, so that your desktop is clean and comfortable ☛·The creative cable hole design gives the small acrylic shelf infinite possibilities, which is more in line with the needs of smart homes ☛The wall frame is made of high-quality acrylic, with safe and reliable screws, it can easily bear 10 pounds ☛The clear wall shelf is beautiful in appearance, whether it is placed in t… | details: Shape L-Shape Age Range (Description) women Best Sellers Rank Floating Shelves 6409 Home & Kitchen 2613294 Storage Racks, Shelves & Drawers 10266 Brand LoveDisplay Date Firs",smart_switch:approved_identity_phrase_absent,approved_identity_phrase_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5f0c25d15e5cb461ea786348224d943df259855cea6f2ee5caba263ead1cd0c6
recovery_candidate,B09RCSCP9N,smart_switch,Electronics,Computers,"2022 Newest Model Switch OLED Display with White Controllers and Dock - 7"" 1280 x 720 OLED Touchscreen Display, 64GB Internal Storage, 802.11AC WiFi, Bluetooth 4.1, Ethernet, Type-C",Electronics Computers & Accessories Computers & Tablets Tablets,"categories: Electronics Computers & Accessories Computers & Tablets Tablets | details: Average Battery Life (in hours) 9 Hours Brand PURTCH Card Description Integrated Date First Available May 25, 2022 Flash Memory Size 64 GB Hard Drive 64 GB Operating System Windows 10 Screen Resolution 1280 x 720 Standing screen display size 7 Inches",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:ethernet,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,5fee151f06ef31765ae1b9627340eaa50d8cf495d624532d22295c1f6d0749fd
recovery_candidate,B076H9ZGFH,smart_switch,Electronics,Computers,"Acer Switch 7 Black Edition, 13.5"" 2256 x 1504 Touch, 8th Gen Intel i7-8550U, 16GB LPDDR3, 512GB SSD, Windows 10 Pro, Acer Active Stylus, SW713-51GNP-879G",Electronics Computers & Accessories Computers & Tablets,"categories: Electronics Computers & Accessories Computers & Tablets | features: 8th Generation Intel Core i7-8550U Processor (Up to 4.0GHz) 13.5"" 2256 x 1504 Multi-Touch IPS Display 16GB of LPDDR3 Onboard Memory, 512GB SSD 2-cell Li-Ion (4870 mAh) Battery, Up to 8 Hours Battery Life Acer Active Stylus | description: Acer Switch 7 Black Edition SW713-51GNP-879G 2 in 1 Laptop comes with these high level specs: 8th Generation Intel Core i7-8550U Processor (Up to 4.0GHz), Windows 10 Professional, 13.5"" (2256 x 1504) widescreen LED-backlit IPS display - Multi-touch screen, supporting finger touch, NVIDIA GeForce MX150 with 2 GB of dedicated GDDR5 VRAM, 16GB LPDDR3 Onboard Memory, 512GB SSD, Micro",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,614cba9149cdc548f314b39cdc88fe0649302afeda9efe13070f576f699ef21f
recovery_candidate,B00077ALPA,smart_switch,Electronics,All Electronics,NETGEAR GS716TNA Giga Smart Switch 16Pt,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | description: Netgear Giga Smart Switch 16Pt | details: Brand NETGEAR Compatible Devices Desktop Date First Available April 2, 2004 Item Dimensions LxWxH 20 x 15 x 5 inches Item Weight 1.75 Pounds Item model number GS716TNA Manufacturer Netgear National Stock Number 7025-01-631-3627 Number of Ports 16 Product Dimensions 20 x 15 x 5 inches",smart_switch:required_target_context_absent,required_target_context_absent,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,61817103f7de3fa31a0f6daa86c6b260c2fded835f175327c052ec555995ae98
recovery_candidate,B006LLGPD8,smart_switch,Electronics,Computers,SMC SMCGS10C-Smart EZ Switch  10/100/1000 10-Port Gigabit Ethernet Smart Switch with 2 100/1000BASE-X SFP Uplink Slots,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: SMC Networks EZ Switch SMCGS10C-Smart is a new 10-port Gigabit Ethernet switch providing 8 Gigabit ports and 2 100/1000BASE-X SFP slots. The switch supports a flexible web-based management interface as well as SNMP for both IPv4 and IPv6. The new SMCGS10C-Smart provides a range of feature-rich functions, including VLANs, Spanning Tree, link aggregation, multicast filtering, security, storm control, and QoS with 8 pri… | details: Brand SMC Compatible Devices Desktop Item Dimensions LxWxH 12.99 x 8.03 x 1.69 inches Item Weight 3.42 Pounds Number of Ports 8",smart_switch:required_target_context_absent|smart_switch:wrong_product:ethernet|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,622802894bdd7979249d45edc1df16079c49151a4af00af04e3b6ddeb10b43a5
recovery_candidate,B00QLY7N0Y,smart_switch,Electronics,Industrial & Scientific,NETGEAR ProSafe GS108Tv2 Gigabit Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Ports: 8 x 10/100/1000Base-T (RJ-45) MAC Address Entries: 8000 | description: …Power over Ethernet (PoE). It can obtain its power from either a PoE source or from an external AC power adapter. This gives an SMB flexibility when installing the switch in places where a power outlet is not present. The GS108T comes with an intuitive, Web-browser interface which offer simple Smart Switch management, making it a snap to monitor switch performance, configure ports, even set up port trunks, VLANs, and… | details: …ES Manufacturer Netgear, Inc National Stock Number 5930-01-602-5143 Number of Ports 8 Product Dime",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:required_target_context_absent,multi-type conflict|required_target_context_absent,title|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,625a6eec6afc32e5e45db204e504ea8935ce4443dc7645c80dab33108eabb120
