audit_id,audit_stratum,parent_asin,expected_device_type,source_domains,candidate_confidence,ambiguity_status,product_title,main_category,categories_evidence,features_evidence,description_evidence,candidate_device_terms,candidate_smart_terms,matched_fields,exclusion_reasons,audit_label,audit_device_type,audit_notes
3010978b0f5c7b7f,eligible,B0BP127NM4,smart_plug,Electronics,high,single_device_type,Beantech Wi-Fi Smart Power Strip-Compatible with Alexa and Google Assistant,All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,Smart Control: The power strip can be controlled through the app or by voice using Amazon Alexa or Google Assistant. Easily control the usb power strip smartly and remotely. Timer Function: Save time and energy by using the surge protector power strip's schedule and timer function. Automatically turn any devices connec,"Upgrade your home with the Beantech Power Strip. With 3 USB Ports, 3 outlets and a space saving design, this surge protector is perfect for any home. The smart power strip is compatible with Alexa and Google Assistant, making it easy to schedule and control the usb power strip through your voice or the app. No hub is r",outlet|plug|power strip,alexa|smart|wi fi,description|features|title,,,,
d87b28ebee5f55dd,eligible,B08QCMCTZ9,smart_plug,Electronics,high,single_device_type,"Smart Power Strip Work with Alexa, Google Home, 4.92ft Surge Protector Extension Cord, 4AC Outlets and 4 USB Charging Ports, Timer Schedule, Remote Control via Smart Phone, Smart WiFi Outlets",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"【Remote Control】Quick set up with ""Smart Life"" App. The Smart Power Strip works with Alexa and Google Home for Voice Control after successfully connecting the power strip, then satisfy your daily need and much more convenient. 【4 AC Outlets & 4 USB Ports】Equipped with 4 smart AC outlets and 4 USB charging port for home",,power strip,alexa|google home|smart|voice control|wifi,features|title,,,,
4a62d0b99eaa5bd2,eligible,B07VV2MGMC,smart_plug,Electronics,high,single_device_type,"Smart Plug, USB Wall Charger, AHRISE WiFi Surge Protector with 4 USB Ports(4.8A/24W Total), 6-Outlet Extender(3 Smart Outlets), Compatible with Alexa Google Assistant for Voice Control",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Multi-Function Smart Power Strip(2.4G WIFI ONLY): 4 USB charging ports (5V/4.8A 24W), 3 smart outlets and 3 always on outlets with built-in surge protector 540 Joules, the 3 Alexa smart outlets works with Alexa Google Assistant for Voice Control, Remote Control Your Home appliances from Anywhere, NOTE: Please make sure",,outlet|plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wifi,features|title,,,,
87ceab61130a0ce7,eligible,B09ZJY5T9V,smart_plug,Electronics,high,single_device_type,Diaotec Smart Plug Power Strip WiFi Surge Protector APP Control with 3 AC Outlets(1200W/10A) 3 USB Ports 5ft/1.5m Smart Extension Cord Works with Alexa & Google Home Voice Control and Timer Schedule,Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"⚡【VO Flame-Retardant Materials】: High-quality PC-V0 environmentally-friendly fire-retardant shell, which can reach 1382℉ flame-retardant, is more durable and has a longer service life. It allows you to use it on mobile phones, fans, lights, and other USB gadgets at the same time, and can provide high-quality power prot",,plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wi fi|wifi,features|title,,,,
9ef4e89ce2defb2f,eligible,B08CXMSZGT,smart_plug,Electronics,high,single_device_type,"Smart Plug, Smart Power Strip Work with Alexa Google Home, POWERIVER WiFi Surge Protector with 3 Smart Outlets and 3 Always on outlets and 4 USB Ports, 6 Feet Extension Cord, Black/Grey, ETL Listed",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Multi-Function Smart Power Strip(2.4G WIFI ONLY): 6 AC outlets with 3 smart outlets and 3 always on outlets, the 3 Alexa smart outlets works with Alexa or Google Assistant for Voice Control, Remote Control Your Home appliances from Anywhere, NOTE: Please make sure you have 2.4G WiFi before buying, this product does not",ABC,outlet|plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wi fi|wifi,features|title,,,,
7118e9da9952cfcd,eligible,B00PJ1Y6PU,smart_plug,Electronics,high,single_device_type,Panasonic KX-HNA101W Smart Plug for Smart Home Monitoring System (White),Camera & Photo,Electronics Security & Surveillance Accessories,"Smart Plug for Panasonic Home Monitoring System Automatically turns on/off lamps, electronics, holiday decorations and more Arm and disarm smart plug via smartphone/tablet Offers added comfort when you are at work, out late or on vacation Easy DIY set-up, one-touch syncing with system","With Panasonic Smart Plugs, you can turn plugged-in devices on and off from anywhere in the house, or remotely via your smartphone or tablet. Plus, schedule automatic on/off timing for lamps, TVs, electronics, holiday decorations, and other devices to give your house a ""lived-in"" look while you're away.",plug|smart plug,smart,description|features|title,,,,
0e864fa9e60ea646,eligible,B07D5LZ1LR,smart_plug,Electronics,high,single_device_type,"eco4life WiFi Smart Power Strip with 3 Outlets and 2 USB Ports, Surge Protection, Compatible with Alex, Google Home and Siri, Voice Control, App Remote Control Each Port Separately",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"REMOTE CONTROL - Once smart power strip connect successfully, allow you control the power on/off on your electrical appliance by the eco4life app anywhere anytime. BIG EXPANSION: 3 AC outlets and 2 USB charging ports (5V 2A each) provide power and charge to up to 5 devices from a single wall outlet. SET SCHEDULE & TIME",,outlet|plug|power strip,google home|smart|voice control|wi fi|wifi,features|title,,,,
c3cd419cd4013113,eligible,B00H3RL6JW,smart_plug,Electronics,high,single_device_type,Aeotec by Aeon Labs DSC11 Smart Power Strip Z-Wave Power Sockets,Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,Low-cost Z-Wave energy meter and on/off capability in power strip 4 switchable power outlets in 2 Groups and 2 constant-power outlets Energy readings accurate to ±1% Z-wave certification Number:zc08-14030014,The Aeon labs smart powerstrip is a high-quality Z-Wave power board which can report immediate wattage consumption or kWh energy usage over a period of time. The powerstrip can be controlled by other Z-Wave devices to turn on/off 4 power outlets in 2 separate Groups to save electricity when appropriate. Two of the boar,power strip,smart|z wave,description|features|title,,,,
34ac0bf29291ac40,eligible,B07Q3KQ67Y,smart_plug,Electronics,high,single_device_type,"LITEdge Smart Power Strip, 5.6ft Cable Length Wi-Fi Accessible 3 AC Outlets 2 USB Ports, Wireless Distance APP Control, Compatible with Alexa",,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"DISTANCE ACCESS WITH APP: With the LITEdge power strip, you can control your lights and other electronics that’s connected to it with just a simple tap on the Smart Life or LITEdge App in your smartphone even when you’re on the other side of the world 2 USB ports + 3 AC outlets: Ideal for your daily essential electroni",,power strip,alexa|app control|smart|voice control|wi fi,features|title,,,,
68ecd9d5067b136c,eligible,B075L4X22X,smart_plug,Electronics,high,single_device_type,VOCOlinc HomeKit Smart Power Strip Multi Outlet Surge Protector Works with Alexa and Google Assistant No Hub Required Wi-Fi 2.4GHz PM2E,All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Advanced Power Protection >> Dual overload protections of all outlets and USB ports respectively Voice-activated Home Control >> Control your appliances with Alexa Echo, Apple Siri & Google Home at the same time. To enable remote control, Apple TV/ iPad required as a hub for iOS devices, no hub required for Android dev",,outlet|power strip,alexa|google home|homekit|smart|wi fi,features|title,,,,
0211f0f6f002ac47,eligible,B083NFNN99,smart_plug,Electronics,high,single_device_type,VOCOlinc HomeKit Smart Power Strip Multi Outlet Surge Protector Works with Alexa and Google Assistant No Hub Required Wi-Fi 2.4GHz PM2E,Home Audio & Theater,,"Advanced Power Protection > Dual overload protection for all outlets and USB ports respectively Control with Your Voice & App > Can be easily integrated into HomeKit, Alexa and Google Assistant, all at the same time to make your home truly Smart. To enable Remote Access, an Apple Home Hub is required for iOS devices (A",,outlet|power strip,alexa|homekit|smart|wi fi,features|title,,,,
675473841de0d356,eligible,B07LB7J786,smart_plug,Electronics,high,single_device_type,"Phoncoo ""Hello Blue Genie"" Remote Voice Control Smart Plug Socket Control The Opening and Closing for TV Fan Lamp US Plug",Industrial & Scientific,Electronics Television & Video Accessories Remote Controls,,"We will test it before shipment. Reference Weight:0.082kg (0.18lb.) Features:This socket is the latest model of the market, without WiFi, without alexa, just using voice can control the opening and closing of the socket.""Hallo blue genie"" is a voice remote control signal, the induction distance in the open state can be",plug|smart plug|socket,alexa|smart|voice control|wifi,description|title,,,,
56f298d9685e4b68,eligible,B08J9YDHQT,smart_plug,Electronics,high,single_device_type,"Smart Plug, Power Strip Work with Alexa or Google Home, ANHAORUI WiFi Surge Protector with 6 Smart Outlets and 6 Always on outlets and 4 USB Ports, 6 Feet Extension Cord, Black/Grey, ETL Listed",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Multi-Function Smart Power Strip(2.4G WIFI ONLY): 4 USB charging ports (5V/3.4A 24W), 6 smart outlets and 6 always on outlets with built-in surge protector 1680 Joules, the 6 Alexa smart outlets works with Alexa Google Assistant for Voice Control, Remote Control Your Home appliances from Anywhere, NOTE: Please make sur",,outlet|plug|power strip|smart plug,alexa|app control|google home|smart|voice control|wi fi|wifi,features|title,,,,
5d0b904d927cb101,eligible,B00N4OBJAO,smart_plug,Electronics,high,single_device_type,Edimax Wi-Fi Smart Plug with Energy Management (SP-2101W),Computers,Electronics High-Tech Stocking Stuffers,Turn electronic devices On & Off from anywhere. Ideal for lamps and space heaters Monitor and control energy usage and costs via EdiLife App works with US Plug Type Set On / Off Schedules with EdiLife App with US Plug Type Control & Switch electronic devices over Wi-Fi or mobile internet from anywhere Real time power d,"Monitor & Manage Your Power Our Smart Plug with Power Meter is a new generation of smart plug for your home. Use your Smartphone or tablet to Turn electronic devices on or off from anywhere, and monitor the status and power usage of your appliances. Easy Setup & Smart Notifications Setup couldn't be any easier and is a",plug|smart plug,smart|wi fi,description|features|title,,,,
8d46fbe89d3f5657,eligible,B09KKX8MDY,smart_plug,Electronics,high,single_device_type,"Diaotec Smart Plug Power Strip WiFi Surge Protector Voice Control Work with Alexa & Google Assistant, 3 AC Outlets 3 USB Port APP Individual Control Timer Schedule 5ft/1.5m Extension Cord Power Strip",Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"⚡【VO Flame-Retardant Materials】: High-quality PC-V0 environmentally-friendly fire-retardant shell, which can reach 1382℉ flame-retardant, is more durable and has a longer service life. It allows you to use it on mobile phones, fans, lights, and other USB gadgets at the same time, and can provide high-quality power prot",,plug|power strip|smart plug,alexa|google home|smart|voice control|wi fi|wifi,features|title,,,,
490015bfaceb31bd,eligible,B07C3DWK7J,smart_plug,Electronics,high,single_device_type,"Amped AWPS148W Wireless Wi-Fi Smart Power Strip, Compatible with Amazon Alexa or Google Assistant (Sold Separately), Up to 3 Devices, White",Home Audio & Theater,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,Works with Amazon Alexa or Google Assistant (sold separately); On/Off switch Supports WiFi 802.11 b/g/n and has three 120V grounded outlets; Output - 3 outlets max. load: 1850W 15A Features surge protection and a wireless range of 49 feet; AC input: 110V - 240V WiFi connecting LED indicator; Connect up to three devices,"Plug in up to 3 devices to create timers and schedules for total home automation with the Amped Wireless Wi-Fi Smart Power Strip. Add more smart plugs/strips and program them together to create custom ""scenes,"" and pair with Amazon Alexa or the Google Assistant to control it all with the sound of your voice. This power",plug|power strip,alexa|home automation|smart|wi fi|wifi,description|features|title,,,,
f9f805727b8e6175,eligible,B079L1RSF7,smart_plug,Electronics,high,single_device_type,"meross Outdoor Smart Plug, Outdoor Wifi Outlet with 2 Grounded Outlets, Remote Control, Timer, Waterproof, Support Amazon Alexa, Google Assistant, SmartThings and IFTTT, FCC Certified",Tools & Home Improvement,Amazon Devices & Accessories Amazon Devices Smart Home Security & Lighting Smart Plugs,"2 Individual Outlets Design: Equipped with 2 individually controlled sockets. 2 outlets WORK INDEPENDENTLY of one another. For Outdoor and Indoor: IP44 weatherproof housing. Ideal for Garden, Backyard, Kitchen, Bathroom, Porch, Balcony, Garage, Basement, Patio or Electric grill, Sprinkler, Washing machine, Christmas tr",,outlet|plug|smart plug|socket,alexa|ifttt|smart|smartthings|voice control|wifi,categories|features|title,,,,
7f09ddbb19cb0866,eligible,B07D7J7MKX,smart_plug,Electronics,high,single_device_type,TP-LINK Smart Plug,Camera & Photo,Electronics Wearable Technology Smart Clip Accessories,,"Manage plugged-in electronics, set schedules, and compatible with Amazon Alexa or the Google Assistant. Compact design fits any standard outlet and leaves second outlet free.",outlet|plug|smart plug,alexa|smart,categories|description|title,,,,
8d50bb4f55bf0c78,eligible,B07QLR7Y7D,smart_plug,Electronics,high,single_device_type,"3 Stone WiFi Smart Power Strip Extension Lead Surge Protector 5 ft with 4 Separate Controlled AC Outlets and 4 USB Port, Energy Saving Remote Control Timing Schedule, White",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"►Work with Alexa Echo: Work with Amazon Alexa Echo to control each of the outlets individually Via voice control after connecting the Smart Life app successfully. ►4 AC Outlets + 4 USB Charging Ports: Equipped with 4 outlets and 4 USB charging port for home or office, provide a convenient power supply for notebooks and",,outlet|power strip|socket,alexa|app control|smart|voice control|wi fi|wifi,features|title,,,,
148fc40f821f267b,eligible,B07KK62GB7,smart_plug,Electronics,high,single_device_type,"Outdoor Smart Plug, Surge Protector, POWRUI Smart Power Strip with 4-Outlet Extender, Remote Control, Timer, Weatherproof for Indoor and Outdoor Use, Compatible with Alexa, Google Assistant and IFTT",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"【4 Outlets Controlled Individually】Outdoor extension cord with 4 AC outlets design, 15A/1875W max for each, App/voice control 4 appliances seperately. 1080 Joules surge protector. 【Voice Control & Schedule and Timer】Compatible with Amazon Alexa, Amazon echo dot/tap/show and Google Assistant for voice control. You can s",,outlet|plug|power strip|smart plug|socket,alexa|smart|voice control,features|title,,,,
ee973cd2411af903,eligible,B07H5V6XMX,smart_plug,Electronics,high,single_device_type,"APC Smart Plug Wifi Power Strip with USB Ports, PH6U4X32W, 3 Smart Plugs that Work with Alexa, 6 Outlets Total, 2160 Joule Surge Protector, No Hub Required White",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"5 wifi smart plugs: 3 surge protected smart outlets, plus 2 smart USB charger ports (2.4A shared) that can be independently controlled by Alexa or the APCHome app 3 standard surge protector outlets, and 2 standard USB charging ports (2.4A shared) 2160 Joules of surge protection (inlcudes UL certification) to guard conn","The APC Smart plug surge protector power strip is an ideal Wi-Fi plug for the smart home, allowing you to connect, control, and protect your electronics. The APC Smart surge protector has 5 control points: 3 smart plugs that out with Alexa and 2 Smart USB charger ports that also can be conveniently controlled by voice ",outlet|plug|power strip|smart plug,alexa|smart|voice control|wi fi|wifi,description|features|title,,,,
1ddf91c157735189,eligible,B076HZG5HR,smart_plug,Electronics,high,single_device_type,Monoprice Z-Wave Plus Smart Plug and Repeater with 2 USB Ports,Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Versatile Compatibility: This Smart Plug is compatible with SmartThings, Vera, Wink, Vivint, Homeseer, and Zipato Internet of Things (IoT) ecosystems. Remote On/Off Control: As part of your Z-Wave system, you can use the Smart Plug to turn lamps and small appliances on and off, either at scheduled times or in response ","Versatile Compatibility: This Smart Plug is compatible with SmartThings™, Vera™, Wink®, Vivint™, Homeseer™, and Zipato® Internet of Things (IoT) ecosystems. Remote On/Off Control: As part of your Z-Wave® system, you can use the Smart Plug to turn lamps and small appliances on and off, either at scheduled times or in re",outlet|plug|smart plug,smart|smartthings|z wave,description|features|title,,,,
eedd94b702cffcf5,eligible,B079LVG7BV,smart_plug,Electronics,high,single_device_type,"Fujimoto Dengyo HLT WiFi Smart Power Strip Surge Protector Compatible with Alexa Google Assistant, Smart Multi Plug Outlet with 4 Outlet and 2 USB Port",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"【COMPATIBLE WITH ALEXA/GOOGLE ASSISTATNT】The wi-fi smart power strip can be voice controlled by Amazon Alexa and Google Assistant. 【REMOTE CONTROL】: Smart power strip outlet equipped with 4 AC outlets and 2 USB ports with 6ft extension cord, you can control 4 AC outlets together or control individually throught the mob",headphone,outlet|plug|power strip|socket,alexa|smart|voice controlled|wi fi|wifi,features|title,,,,
0c8181228af73ddf,eligible,B07MMX1CXD,smart_plug,Electronics,high,single_device_type,"Monoprice Wireless Smart Power Strip - 4 Outlet with Two 2.1A USB Ports, 125V, 1875W No Hub Required, Compatible with Alexa and Google Home - from Stitch Smart Home Collection",All Electronics,,"24/7 Remote monitoring: monitor and control your appliances and devices directly from your smartphone or tablet from anywhere in the world, At any time. Gain peace of mind by knowing whether your devices are on or off Timer controls: the scheduling feature allows you to set a timer or schedule to turn your devices on o","Powered by stitch, the wireless Smart power strip provides simple 24/7 Remote monitoring and control of your home and office appliances and electronics directly from your Android or iOS smartphone or tablet. Setup is as easy as 1-2-3. The sensor communicates with your phone through your local wireless network, so you w",outlet|plug|power strip,alexa|connected home|google home|smart|voice control,description|features|title,,,,
5425eab2420cf4eb,eligible,B0BMV8MF5H,smart_plug,Electronics,high,single_device_type,"Amazon Basics Rectangle Smart Plug Power Strip, Surge Protector with 3 Individually Controlled Outlets and 2 USB Ports, 2.4 GHz Wi-Fi, Works with Alexa, White",Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"SMART UPGRADE: Amazon Basics Smart Power Strip works with Alexa to add voice control to your home; an easy upgrade from your traditional power strip CERTIFIED FOR HUMANS: Struggle-free, tinker-free, stress-free. Smart home made easy for non-experts CONTROL FROM ANYWHERE: Schedule lights, fans, and appliances to turn on","Product Description Amazon Basics Smart 3-Outlet Surge Protector Power Strip with 2 USB Ports, Works with Alexa From the Manufacturer Amazon Basics",outlet|plug|power strip|smart plug,alexa|smart|voice control|wi fi,description|features|title,,,,
2bd57853d0f1048b,eligible,B079L6FSHJ,smart_plug,Electronics,high,single_device_type,Smart Power Strip 2.4G WiFi Plug TONBUX Multiple Outlet Surge Protector USB Remote App Control Timing Schedule Voice Control with Alexa Google Home IFTTT,All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"[ALEXA & GOOGLE ASSISTANT COMPATIBLE] Compatible with Amazon Alexa, Google home assistant and IFTTT, control your home appliances with the smart plug by simply giving voice commands to Amazon Alexa or Google Assistant. No Hub Required, the smart power strip works with any Wi-Fi router without the need for a separate hu",,outlet|plug|power strip|smart plug,alexa|app control|google home|ifttt|smart|voice control|wi fi|wifi,features|title,,,,
64777b26e83eb768,eligible,B09PRHQN7M,smart_plug,Electronics,high,single_device_type,"GHome Smart Plug Power Strip, WiFi Surge Protector Work with Alexa Google Home, Smart Outlets with 3 USB 3 Charging Port, Multi-Plug Extender for Home Office Cruise Travel and Christmas Light, 10A",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Voice Control - The WiFi power strip works with Amazon Alexa and Google Assistant. For people who can't free their hands to manually turn on/off the Alexa smart plugs or have inconvenience with both hands. Only support 2.4GHz WiFi, no need for a separate hub. APP Control & Christmas Gifts- Free app controls the smart o",Specifications for the smart power strip 1) Wi-Fi Requirement: 2.4GHz 2) Working Temp: -10 ~ 40 ℃ 3) Rated Voltage: 100 - 120V 4) Rated Current: 10A Max AC 5) Frequency: 50/60Hz 6) Max power: 1200W/120V,outlet|plug|power strip|smart outlet|smart plug,alexa|app control|google home|smart|voice control|wi fi|wifi,description|features|title,,,,
e8821da6480b9c2d,eligible,B08Q33X824,smart_plug,Electronics,high,single_device_type,"Smart Outlet, POWLIGHT Wall Outlet Expander (1875W/15A) WiFi Surge Protector with 4 USB Ports (5V/4.8A 24W), 6 Outlets(3 Smart) Wall Adapter, Smart Plug That Compatible with Alexa and Google Home",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Surge Protectors,"Muti-Function Outlet Wall Plug(2.4G WIFI ONLY): Equipped with 3 smart AC outlets, 3 always on outlets and 4 USB charging port(5V/4.8A 24W) for home or office, provide a convenient power supply for home appliances. This smart outlet with built-in surge protector 540 Joules. Perfect for bedroom, office, kitchen. Voice Co","Specifications: Input Voltage: 100-240VAC; 50/60HZMax.Current: 15AMax.Power Rating: 1875WUSB Port Output: DC 5V 2.4A each port, 4.8A 24W in TotalSurge Protection Rating: 540 JoulesItem Dimensions: DC 5V 2.4A each port, 4.8A 24W in Total Package list: 1 x Smart Outlet Expander with usb Port1 x Instruction manual1 x Pape",outlet|plug|smart outlet|smart plug,alexa|google home|smart|voice control|wifi,description|features|title,,,,
34ab670edcf0c083,eligible,B07JYYJYGS,smart_plug,Electronics,high,single_device_type,"WiFi Smart Power Strip Surge Protector Extension with 4 Individual Control Smart Plugs and 4 USB Ports and 5.9ft Long Extension Cord, Smart Life APP Work with Alexa & Google Assistant",Tools & Home Improvement,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"🔌 VOICE CONTROL: Work with Amazon Alexa Echo and Google Home to control each of the outlets individually Via voice control after connecting the Smart Life app successfully. 🔌 REMOTE CONTROL: ""Smart Life"" app control the smart power strip with your smartphone and tablet (iOS 8.0 or above/Android 4.4 or above). You can c","Specifications: Power Rating: 1875W (125V 15A) USB Port Input: AC 100-125V Single Outlet Current: 10A (Max) USB Port Output: 5V / 4A (20W) in Total 4 USB Ports, 2.4A Maximum Per Port Power Cord Length: 5.9ft/1.8m Control approach: Wi-Fi 2.4GHz 802.11b/g/n Color: White Package includes: 1 x Smart Power Strip 1 x User Ma",outlet|power strip|smart outlet,alexa|app control|google home|smart|voice control|wi fi|wifi,description|features|title,,,,
dc2dbdbc18a14f9f,eligible,B09QLT48DJ,smart_plug,Electronics,high,single_device_type,"MoesGo Smart WiFi Power Strip, Surge Protector with 3 Individually Controlled Smart Outlet and 2 USB Type C,Remote Control Smart Life/Tuya,Work with Alexa and Google Home No Hub Required",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"【Attention】2.4GHz WiFi/Rated Power:1250W-10A Max/includes full 2-year warranty and 60-day refund guarantee for complete satisfaction. 【New Arrival with 3 US Standard AC Outlets and 2 USB+1 Type C Charging Port】:Differs from traditional single Plug,this new one is specially designed for modern smart lifestyle where many",,outlet|plug|power strip|smart outlet|socket,alexa|google home|smart|tuya|voice control|wifi,features|title,,,,
85b99542761d99bb,eligible,B06Y22HM5S,smart_plug,Electronics,high,resolved_by_explicit_exclusion,"Geeni ENERGI Energy Tracking Wi-Fi Smart Plug - No Hub Required, Works with Amazon Alexa and Google Assistant",Tools & Home Improvement,Amazon Devices & Accessories Amazon Pro Portal,"Works with Alexa for voice control (Alexa device sold separately). Control any plug in device from anywhere and keep an eye on your device's energy usage using the Geeni app (iOS 8 or higher/Android 4.1 or higher) No hub required, Wi-Fi built-in. Compatible with all 2.4 GHz Wi-Fi networks. Not compatible with 5GHz netw",Product Description Start your humidifer before you even get home. Turn on a fan or get a vinyl playing. Just plug anything in to the Energy and turn it on and off from anywhere and track how much energy it's using. Control your appliances from the Geeni app or (optionally) by voice using Amazon Alexa or Google Assista,bulb|plug|smart plug,alexa|google home|smart|voice control|wi fi|wifi,description|features|title,smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,,,
d0dfb1c5c093e2b2,eligible,B08KSJ56WR,smart_plug,Electronics,high,single_device_type,Ring Outdoor Smart Plug,Amazon Devices,,"Control your existing outdoor lights or appliances from anywhere with the dual Outdoor Smart Plug. Ring Bridge, Ring Alarm Pro, Echo (4th Gen) or Echo Show 10 (3rd Gen) required to enable smart features, such as mobile notifications and customizable settings. Connect Outdoor Smart Plug to Ring Bridge to enable customiz",,plug|smart plug,alexa|smart,features|title,,,,
370d7d603ca7b2be,eligible,B08F8X62QG,smart_plug,Electronics,high,single_device_type,"Certified Refurbished Amazon Smart Plug, for home automation, Works with Alexa- A Certified for Humans Device",Amazon Devices,,"A Certified Refurbished Amazon Smart Plug is refurbished, tested, and certified to look and work like new and comes with the same limited warranty as a new device. Certified Refurbished Amazon devices may be packaged in generic Amazon-branded boxes. Amazon Smart Plug works with Alexa to add voice control to any outlet.",,outlet|plug|smart plug,alexa|home automation|smart|voice control,features|title,,,,
ff5589d9330749ef,eligible,B015PBE5YK,smart_plug,Electronics,high,resolved_by_explicit_exclusion,BAYIT HOME AUTOMATION BH1810 On/Off Switch Wi-Fi Socket (Black),Camera & Photo,Electronics Security & Surveillance Home Security Systems,Controls Appliances' On & Off Functions Using Android Or IOS Mobile Device's 3g/4g/Wi-Fi Internet Connection Intuitive & Easy To Set Up & Use Downloadable Free Bayit Switch App Allows Users To Set Schedules Users Can Cut Energy Bill By Setting Devices To Turn Off When Not In Use,"The Bayit Wi-Fi enabled socket connects your electronics to your Wi-Fi network making it possible to turn your appliances ON/OFF from anywhere in the world. Turn your A/C or heater on when your on the way home, shut off that noisy washer or dryer, turn the far away lamp off from the comfort of your own bed. Do It Yours",plug|socket|switch,home automation|wi fi,description|features|title,smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,,,
09a9d813f94a5e9d,eligible,B00EOEDJ9W,smart_plug,Electronics,high,single_device_type,"Wemo Insight WiFi Enabled Smart Plug, with Energy Monitoring, Works with Alexa (Discontinued by Manufacturer - Newer Version Available)",Cell Phones & Accessories,Electronics Logitech Universal Remotes,"Works with Alexa for voice control (Alexa device sold separately). Turn appliances and electronic devices on and off from anywhere + monitor and control energy usage and costs from anywhere. How much is that power hungry space heater or air conditioner costing me? Heat up, cool down and turn on/off up from anywhere! Ea","The WeMo Insight Switch works with the free WeMo app to give you wireless control of your appliances and electronics; turn on a space heater to get the room nice and cozy before you get there, be at ease that you turned off the hair straightener or iron after the morning rush or bring on the holiday cheer and turn on t",outlet|plug|smart plug,alexa|smart|voice control|wifi,description|features|title,,,,
cdc2e3ac63195d71,eligible,B07JVGJL7P,smart_plug,Electronics,high,resolved_by_explicit_exclusion,"YAGALA Smart Power Strip, WiFi Surge Protector with Switch Control, 3 Individually Controlled Smart AC Plugs & 3 USB Fast Charging Ports, Compatible with Alexa and Google Home Voice Control",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"Work with Amazon Alexa and Google Home, you can control your home appliances with the Z2 WiFi Smart Power Strip by giving voice commands to Amazon Alexa or Google Assistant. The Z2 smart power strip built-in Wi-Fi Capability and no hub required, via Smart Life App, and add it into your account via 2.4G WiFi network, th",,power strip|switch,alexa|google home|smart|voice control|wi fi|wifi,features|title,smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:switch control,,,
638ca9fc764b9b13,eligible,B09QKMWR6K,smart_plug,Electronics,high,single_device_type,"MOES WiFi Smart Power Strip, Surge Protector with 2 USB Ports(5V 3A), 1 Type C, 3 US Standard Smart Outlet and 5ft Extension Cord, Smart Life/Tuya APP Remote Control,Work with Alexa and Google Home",All Electronics,Electronics Accessories & Supplies Power Strips & Surge Protectors Power Strips,"【Power Strip with 2 USB Port and Type-C 】 - Power strip with 2 USB Port（5V 3.0A) ,1 Type-C and 3 AC sockets(The first socket 16A, the second and third sockets 10A). It needs 2.4GHz Wi-Fi to achieve APP remote control. Compatible with 100~240V worldwide voltage, perfect for cruise office and home etc. The USB C plug is ",,outlet|plug|power strip|receptacle|smart outlet|socket,alexa|google home|smart|tuya|voice control|wi fi|wifi,features|title,,,,
